,beer_id,beer_name,brewery_id,brewery_name,cat_id,cat_name,styleId,style_name,abv,address1,address2,city,state,code,country,phone,website,January_22,February_22,March_22,April_22,May_22,June_22,July_22,August_22,September_22,October_22,November_22,December_22
1680,1681,Benediktiner Dunkel,819,Maisel Bru,8,Dark European Lager,08A,Munich Dunkel,0,Moosstrae 46,,Bamberg,Bayern,,Germany,49-(0)951-/-91827-0,,5489.59,8287.16,3619.7,2543.04,2079.41,2381.82,4438.51,2407.64,729.51,5900.13,6343.18,8250.36
1681,1682,Eine Bamberger Weisse Hell,819,Maisel Bru,10,German Wheat Beer,10A,Weissbier,5.2,Moosstrae 46,,Bamberg,Bayern,,Germany,49-(0)951-/-91827-0,,3906.6,2118.72,729.02,2956.07,2913.22,7139.4,3791.12,7477.08,6519.96,5600.67,2752.27,5979.64
1682,1683,Helles Naturtrub,1311,Unionsbru Haidhausen,4,Pale Malty European Lager,04A,Munich Helles,0,Einsteinstrae 42,,Mnchen,Bayern,,Germany,49-(0)89-/-477677,,2181.19,5838.44,10023.39,6649.89,3418.6,498.2,5364.11,929.35,1659.21,8673.09,87.27,290.51
1683,1684,Unimator,1311,Unionsbru Haidhausen,4,Pale Malty European Lager,04C,Helles Bock,0,Einsteinstrae 42,,Mnchen,Bayern,,Germany,49-(0)89-/-477677,,5189.91,2602.68,735.3,1072.93,5004.06,3468.47,3481.07,3102.61,4712.04,450.34,3851.14,3880.52
1684,1685,Hell,972,Paulaner,22,,22B,Unclassified,0,,,Munich,,,Germany,,http://www.paulaner.com/,568.14,303.35,580.09,555.79,446.03,301.64,436.37,330.27,26.55,647.97,323.61,401.35
1685,1686,Wei??bier Dunkel,40,Andechser Klosterbrauerei,8,Dark European Lager,08A,Munich Dunkel,0,Bergstrae 2,,Andechs,Bayern,,Germany,49-(0)8152-/-376-0,,986.76,284.21,1122.51,1033.91,1132.19,740.85,903.72,544.5,563.21,468.5,568.75,1104.19
1686,1687,Hell,40,Andechser Klosterbrauerei,22,,22B,Unclassified,4.8,Bergstrae 2,,Andechs,Bayern,,Germany,49-(0)8152-/-376-0,,533.27,1786.12,5839.91,926.77,8250.89,7471.25,7606.26,6782.38,1909.91,7261.2,549.12,3637.42
1687,1688,Original,1191,Staatliches HofbrÃ¤uhaus in MÃ¼nchen,22,,22B,Unclassified,5.1,HofbrÃ¤uallee 1,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-92105-0,,6036.38,728.84,3240.98,6984.23,1266.72,1952,4630.6,5298.16,799.5,3781.89,467.79,281.64
1688,1689,M?_nchner Kindl Weissbier / M?_nchner Weisse,1191,Staatliches HofbrÃ¤uhaus in MÃ¼nchen,10,German Wheat Beer,10A,Weissbier,0,HofbrÃ¤uallee 1,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-92105-0,,21.27,24.19,43.89,88.81,55.83,83.48,71.97,6.82,47.73,61.78,21.86,10.31
1689,1690,Starkbier,1191,Staatliches HofbrÃ¤uhaus in MÃ¼nchen,4,Pale Malty European Lager,04C,Helles Bock,0,HofbrÃ¤uallee 1,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-92105-0,,741.84,323.74,186.08,199.39,739.83,717,294.02,684.45,641.65,762.46,502.6,141.79
1690,1691,Pils,60,Augustiner-BrÃ¤u MÃ¼nchen,5,Pale Bitter European beer,05D,German Pils,0,Landsberger Strae 35,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-519940,http://www.augustiner-braeu.de,5281.37,4523.21,5088.36,1157.67,2737.46,30.69,2404.6,4041.66,3327.14,3552.29,2301.62,4360.72
1691,1692,Dunkel,804,LÃ¶wenbrÃ¤u Brauerei,8,Dark European Lager,08A,Munich Dunkel,5.5,Nymphenburger StraÃŸe 4,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5200-0,,10.03,2.96,27.03,17.79,47.24,37.96,5.16,2.26,42.05,42.13,34.58,26.86
1692,1693,Schwarze Weisse,804,LÃ¶wenbrÃ¤u Brauerei,22,,22B,Unclassified,5.2,Nymphenburger StraÃŸe 4,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5200-0,,802.84,359.78,161.05,627.76,891.52,741.78,1289.76,526.52,1157.74,862.06,585.01,1399.48
1693,1694,Triumphator,804,LÃ¶wenbrÃ¤u Brauerei,4,Pale Malty European Lager,04C,Helles Bock,7.6,Nymphenburger StraÃŸe 4,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5200-0,,794.86,5801.28,1082.17,1092.27,815.61,5149.91,3289.95,1077.01,2400.5,2205.58,6614.49,1770.64
1694,1695,Maximator,60,Augustiner-BrÃ¤u MÃ¼nchen,4,Pale Malty European Lager,04C,Helles Bock,0,Landsberger Strae 35,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-519940,http://www.augustiner-braeu.de,474.54,5232.36,1351.65,5188.73,4201.14,3223.34,6023.13,2703.99,1172.75,1923.16,2929.08,6043.58
1695,1696,Dunkel,60,Augustiner-BrÃ¤u MÃ¼nchen,8,Dark European Lager,08A,Munich Dunkel,0,Landsberger Strae 35,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-519940,http://www.augustiner-braeu.de,2773.88,253.38,3286.08,1672.17,2465.3,5897.55,3619.23,2088.81,4937.46,5335.4,1295.04,4507.52
1696,1697,Edelstoff,60,Augustiner-BrÃ¤u MÃ¼nchen,22,,22B,Unclassified,0,Landsberger Strae 35,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-519940,http://www.augustiner-braeu.de,169.26,1962.28,1492.98,443.15,1928.92,2024.49,214.98,90.02,1317.71,497.52,1251.81,1723.91
1697,1698,Two-Hearted Ale,730,Kalamazoo Brewing,18,Pale American Ale,18B,American Pale Ale,0,355 East Kalamazoo Avenue,,Kalamazoo,Michigan,49007,United States,1-269-382-2338,,19.97,43.47,32.72,42.62,42.37,6.46,12.74,47.66,47.34,9.09,37.34,34.21
1698,1699,Native Ale,907,New Glarus Brewing Company,19,Amber and Brown American Beer,19A,American Amber Ale,0,2400 State Highway 69,,New Glarus,Wisconsin,53574,United States,608-527-5850,http://www.newglarusbrewing.com/,929.43,183.6,788.49,646.83,303.04,787.68,564.65,656.27,464.44,10.64,199.19,523.62
1699,1700,Home Town Blonde,907,New Glarus Brewing Company,18,Pale American Ale,18A,Blonde Ale,0,2400 State Highway 69,,New Glarus,Wisconsin,53574,United States,608-527-5850,http://www.newglarusbrewing.com/,42.87,252.73,275.22,171.13,186.79,206.68,332.67,5.25,188.14,242.27,157.21,275.85
1700,1701,Capital Brown Ale,338,Capital Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,0,7734 Terrace Avenue,,Middleton,Wisconsin,53562,United States,1-608-836-7100,http://www.capital-brewery.com/,181.15,174.53,35.99,85.26,83.05,28.9,141.08,11.59,67.46,199.15,83.04,133.71
1701,1702,Bavarian Lager,338,Capital Brewery,1,Standard American Beer,01B,American Lager,0,7734 Terrace Avenue,,Middleton,Wisconsin,53562,United States,1-608-836-7100,http://www.capital-brewery.com/,86.99,15.03,41.1,44.94,86.47,29.43,73.68,37.21,85.21,73.26,107.65,100.86
1702,1703,Winter Sk?Â«l,338,Capital Brewery,4,Pale Malty European Lager,04C,Helles Bock,0,7734 Terrace Avenue,,Middleton,Wisconsin,53562,United States,1-608-836-7100,http://www.capital-brewery.com/,455.89,536.52,282.27,422.04,566.37,1000.91,338.53,371.3,938.88,870.12,898.82,392.4
1703,1704,Maibock,1176,Spaten-Franziskaner-BrÃ¤u,4,Pale Malty European Lager,04C,Helles Bock,0,Marsstrae 46-48,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5122-0,,5785.84,1612.76,1020.13,3365.62,3375.81,3540.69,6088.43,2932.19,4010.19,4698.8,1081.55,4141.8
1704,1705,Malheur 12,276,Brouwerij De Landtsheer,22,,22B,Unclassified,12,Mandekenstraat 179,,Buggenhout,Oost-Vlaanderen,,Belgium,32-052-33-39-11,,1168.98,659.83,815.2,863.03,1361.11,580.06,1153.21,864.63,95.02,94.6,965.47,668.44
1705,1706,Sweet Stout,815,Main Street Beer Company #1,22,Strong American Ale,22B,American-Style Stout,0,,,Richmond,Virginia,,United States,,,383.53,13.5,192.06,218.89,555.59,546.43,6.03,486.66,53.05,56.13,425.47,515.65
1706,1707,St. Edmund English Ale,612,Greene King,22,,22B,Unclassified,5.5,Westgate Street,,Bury St. Edmunds,Suffolk,,United Kingdom,44-(01284)-763222,,629.73,164.65,11.18,223.97,508.42,347.42,673.42,653.34,393.61,296.2,318.04,709.11
1707,1708,Pale Ale,385,Clipper City Brewing Co.,18,Pale American Ale,18B,American Pale Ale,5,4615-B Hollins Ferry Road,,Baltimore,Maryland,21227,United States,1-410-247-7822,http://www.ccbeer.com/,63.81,1054.11,995.26,111.98,621.93,1219.19,521.58,703.8,1121.91,282.79,477.45,189.56
1708,1709,Michelob Hefeweizen,44,Anheuser-Busch,1,Standard American Beer,01B,American Lager,0,One Busch Place,,Saint Louis,Missouri,63118,United States,1-800-342-5283,http://www.anheuser-busch.com/,70.85,81.45,27.3,3.37,75.42,86.24,41.3,81.89,25.44,60.37,33.25,77.12
1709,1710,Hefe Weiss,1181,Sprecher Brewing,10,German Wheat Beer,10A,Weissbier,4.2,701 West Glendale Avenue,,Glendale,Wisconsin,53209,United States,1-414-964-2739,http://www.sprecherbrewery.com/,292.15,27.37,110.34,255.93,91.15,341.52,309.26,295.82,410.11,364.77,409.18,295.63
1710,1711,Winter Brew,1181,Sprecher Brewing,4,Pale Malty European Lager,04C,Helles Bock,5.8,701 West Glendale Avenue,,Glendale,Wisconsin,53209,United States,1-414-964-2739,http://www.sprecherbrewery.com/,187.64,270.92,693.02,676.79,852.36,489.79,108.83,761.53,435.04,675.2,94.69,235.22
1711,1712,Black Bavarian Lager,1181,Sprecher Brewing,8,Dark European Lager,08B,Schwarzbier,5.9,701 West Glendale Avenue,,Glendale,Wisconsin,53209,United States,1-414-964-2739,http://www.sprecherbrewery.com/,1140.34,1084.88,228.48,436.04,774.72,277.17,491.71,91.54,1286.03,493.18,768.98,960.4
1712,1713,Pale Lager,1181,Sprecher Brewing,1,Standard American Beer,01B,American Lager,0,701 West Glendale Avenue,,Glendale,Wisconsin,53209,United States,1-414-964-2739,http://www.sprecherbrewery.com/,758.5,178.72,48.76,619.76,488.54,106.38,352.88,68.45,116.98,189.87,68.45,241.11
1713,1714,Donner Party Porter,520,Fifty Fifty Brewing Co.,13,Brown British Beer,13C,English Porter,6.7,11197 Brockway Road,,Truckee,California,96161,United States,530.587.BEER,http://www.fiftyfiftybrewing.com/,886.55,723.77,100.19,858.69,990.84,179.25,56.91,516.74,515.11,585.17,723.46,222.15
1714,1715,Winter Fest Beer,913,Nicolet Brewing,4,Pale Malty European Lager,04C,Helles Bock,0,,,Florence,Wisconsin,,United States,,,1522.28,206.34,1352.76,140.46,127.5,1465.59,1315.05,794.53,270.28,458.72,826.74,520.95
1715,1716,Blonde,913,Nicolet Brewing,18,Pale American Ale,18A,Blonde Ale,3,,,Florence,Wisconsin,,United States,,,1125.2,618.43,482.32,121.49,242.11,1110.97,78.12,594.62,804.93,440.05,375.66,263.04
1716,1717,Scottish Ale,1039,Rail House Restaurant and Brewpub,22,,22B,Unclassified,0,2029 Old Peshtigo Road,,Marinette,Wisconsin,54143,United States,1-715-732-4646,,266.69,285.68,337.12,128.58,192.96,264.67,106.25,182.66,68.33,214.35,187.97,131.52
1717,1718,Honey Weiss (discontinued),1039,Rail House Restaurant and Brewpub,1,Standard American Beer,01B,American Lager,0,2029 Old Peshtigo Road,,Marinette,Wisconsin,54143,United States,1-715-732-4646,,0.2,40.32,15.54,6.63,44.75,10.42,12.89,38.65,17.64,20.84,27.99,12.02
1718,1719,Nut Brown Ale,1051,Redhook Ale Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,0,,,Seattle,Washington,,United States,,http://www.redhook.com/,965.53,881.58,95.37,1022.87,147.53,384.15,34.29,551.95,1134.15,933.17,1278.16,1411.13
1719,1720,Esker Alt,1153,Slab City Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,0,,,Bonduel,Wisconsin,,United States,,,9.22,31.51,2.54,26.39,43.12,15.47,1.57,30.06,6.01,33.25,1.1,15.87
1720,1721,Alpine Glacier Lager,1271,Tommyknocker Brewery and Pub,1,Standard American Beer,01B,American Lager,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,1097.59,406.94,1273.94,197.46,200.99,943.81,140.64,1235.76,1017.52,1039.29,882.14,450.58
1721,1722,EKU Pils,757,Kulmbacher Brauerei AG,5,Pale Bitter European beer,05D,German Pils,4.9,Lichtenfelser Strae 9,,Kulmbach,Bayern,,Germany,49-(0)9221-/-705-0,,548.08,1588.2,1742.13,1122.62,477.51,1714.89,1174.8,1190.09,1325.52,802.69,1385.42,804.22
1722,1723,Witbier,599,Gray Brewing,24,Belgian Ale,24A,Witbier,0,2424 West Court Street,,Janesville,Wisconsin,53545,United States,1-608-752-3552,,434.87,108.66,188.04,387.69,276.98,549.32,400.56,609.48,465.92,616.59,652.64,683.04
1723,1724,Dark Lager,1102,San Miguel Corporation,8,Dark European Lager,08B,Schwarzbier,0,PO Box 271,,Manila,,,Philippines,,,17564.53,12281.75,24339.53,29810.72,19898.32,13580.2,37624.24,19613.95,43846.23,27927.25,40552.43,4904.76
1724,1725,Original Dark,1154,Sleeman Brewing & Malting,1,Standard American Beer,01B,American Lager,0,551 Clair Road West,,Guelph,Ontario,0,Canada,1-519-822-1834,,683.27,1104.01,101.75,443.84,1257.29,1071.46,616.91,301.09,676.07,427.75,113.66,400.38
1725,1726,Deep Powder Winter Ale,1380,Yakima Brewing and Malting / Grant's Ales,17,Strong British Ale,17B,Old Ale,0,,,Yakima,Washington,,United States,,,1068.03,172.88,850.11,857.67,674.38,801.34,1189.47,437.05,1274.86,1325.5,782.41,106.88
1726,1727,Pils,586,Goose Island Beer Company - Fulton Street,5,Pale Bitter European beer,05D,German Pils,0,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,762.03,882.8,250.29,817.71,560.31,536.97,400.98,1080.68,887.21,935.15,341.01,660.2
1727,1728,Beer,421,Cugino Brewing Company,1,Standard American Beer,01B,American Lager,0,1501 East Wilson,,Batavia,Illinois,60510,United States,1-630-761-8888,,9.77,865.44,1451.84,1747.37,485.67,785.42,582.66,300.6,679.49,400.15,1697.34,1132.9
1728,1729,Light,421,Cugino Brewing Company,1,Standard American Beer,01B,American Lager,0,1501 East Wilson,,Batavia,Illinois,60510,United States,1-630-761-8888,,21.76,510.4,386.75,274.46,294.99,216.18,192.68,194.05,530.7,228.64,94.32,618.17
1729,1730,Pick Axe Pale Ale,1271,Tommyknocker Brewery and Pub,18,Pale American Ale,18B,American Pale Ale,0,1401 Miner Street,,Idaho Springs,Colorado,80452,United States,1-303-567-2688,http://www.tommyknocker.com/,829.26,1027,209.71,754.57,1015.83,596.23,419.24,1126.83,558.49,373.7,258.47,625.02
1730,1731,Hefe Weiss,392,Cold Spring Brewing,1,Standard American Beer,01B,American Lager,0,219 Red River Avenue North,,Cold Spring,Minnesota,56320,United States,1-320-685-8686,http://www.coldspringbrewery.com/,283.59,362.06,266.86,308.98,178.67,371.99,125.85,605.72,448.76,456.75,97.41,576.83
1731,1732,Black Abbot / Schwarzer Abt,744,Klosterbrauerei Neuzelle,8,Dark European Lager,08B,Schwarzbier,3.9,Brauhausplatz 1,,Neuzelle,Brandenburg,,Germany,49-(0)33652-/-810-0,,194.34,1705.33,2098.16,2073.98,1575.95,2359.54,1627.37,2159.31,841.35,1192.57,2304.42,899.62
1732,1733,Green Beer,1032,Qingdao Brewery,1,Standard American Beer,01B,American Lager,0,"Hongkong Road, Central",,Qingdao,Shandong,,China,,,996727.87,1859456.97,1196872.45,1071257.81,1837814.72,1211371.09,1110559.99,88654.35,1648018.98,1041758.7,736838.43,1269792.7
1733,1734,Old Man Winter Warmer 2002,768,Lake Superior Brewing,22,,22B,Unclassified,0,2711 West Superior Street,,Duluth,Minnesota,55806,United States,1-218-723-4000,,663.52,221.01,295.25,653.99,677.36,129.15,340.63,120.18,432.41,605.59,273.52,462.74
1734,1735,Steam Engine Common,1268,Titletown Brewing,27,Historical Beer,27A,Kentucky Common,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,218.54,340.97,999.51,1005.11,822.74,109.66,349.73,536.42,156.85,703.38,732.22,400.11
1735,1736,Bridge Out Stout,1268,Titletown Brewing,22,Strong American Ale,22B,American-Style Stout,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,483.9,959.33,963.97,1487.45,636.99,404.79,692.05,431.8,949.94,1116.03,496.26,253.74
1736,1737,Birra Canadeo / Gridiron Gold,1268,Titletown Brewing,22,,22B,Unclassified,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,479.99,554.01,1098.92,1280.67,167.9,1259.4,609.22,637.1,874.61,1149.37,912.44,974.29
1737,1738,Harvest Ale 2001,727,JW Lees and Co (Brewers) Ltd.,17,Strong British Ale,17B,Old Ale,11.5,Middleton Junction,,Manchester,Manchester,,United Kingdom,44-(0161)-6432487,,1023.86,4238.05,4489.46,1647.56,3536.79,759.31,648.7,5903.23,4139.61,221.36,891.71,1896.77
1738,1739,Porter,354,Catamount Brewing,13,Brown British Beer,13C,English Porter,0,,,White River Junction,Vermont,,United States,,,151.68,951.61,201.35,409.39,538.06,342.15,571.89,623.87,636.25,1136.39,1136.79,1105.94
1739,1740,Hazed & Infused Dry-Hopped Ale,160,Boulder Beer Company,18,Pale American Ale,18B,American Pale Ale,4.9,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,422.24,0.95,265.7,340.42,522.73,454.97,572.21,273.07,69.29,577.16,558.51,187.12
1740,1741,Oatmeal Stout,802,Long Valley Pub & Brewery,22,Strong American Ale,22B,American-Style Stout,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,380.05,46.87,508.78,649.32,166.06,96.08,451.87,67.73,406.43,711.06,471.24,325.34
1741,1742,ESB,802,Long Valley Pub & Brewery,22,,22B,Unclassified,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,1017.6,270.64,275.83,1328.43,311.92,772.53,556.69,399.08,323.19,1073.36,1152.53,11.77
1742,1743,Lazy Jake Porter,802,Long Valley Pub & Brewery,13,Brown British Beer,13C,English Porter,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,263.4,236.15,103.42,63.52,66.89,338.79,307.52,322.28,270.67,172.4,224.92,55.93
1743,1744,Black River Brown,802,Long Valley Pub & Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,1.64,185.62,117.88,47.45,91.49,35.22,87.78,69.77,101.18,61.2,202.44,120.71
1744,1745,German Valley Amber,802,Long Valley Pub & Brewery,19,Amber and Brown American Beer,19A,American Amber Ale,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,252.91,459.47,523.54,63.76,356.22,263.23,375.91,396.39,348.84,116.81,149.58,296.18
1745,1746,Grist Mill Golden,802,Long Valley Pub & Brewery,18,Pale American Ale,18B,American Pale Ale,0,1 Fairmount Road,,Long Valley,New Jersey,7853,United States,1-908-876-1122,,222.45,170.92,401.33,243.36,146.99,115.92,377.42,55.46,305.14,238.68,348.24,292.33
1746,1747,Packs A Punch Porter,754,Krogh's Restaurant and Brewpub,13,Brown British Beer,13C,English Porter,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,112.11,336.51,365.12,389.5,55.47,172.92,235.12,182.87,292.22,320.03,362.49,186.01
1747,1748,Old Krogh Oatmeal Stout,754,Krogh's Restaurant and Brewpub,22,Strong American Ale,22B,American-Style Stout,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,277.25,366.11,287.41,78.05,90.21,85.51,129.7,239.09,172.06,270.87,203.09,174.03
1748,1749,Log Cabin Nut Brown,754,Krogh's Restaurant and Brewpub,19,Amber and Brown American Beer,19C,American Brown Ale,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,34.12,51.93,24.27,52.52,48.5,52.95,33.51,5.49,49.71,11.7,47.46,15.5
1749,1750,Brogen Meadow Pale Ale,754,Krogh's Restaurant and Brewpub,18,Pale American Ale,18B,American Pale Ale,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,13.37,17.75,15.48,13.91,21.17,15.26,23.24,17.29,4.17,31.32,5.76,2.86
1750,1751,Alpine Glow Red Ale,754,Krogh's Restaurant and Brewpub,19,Amber and Brown American Beer,19A,American Amber Ale,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,849.12,1099.11,1147.36,1005.94,589.85,1453.63,560.46,361.36,707.99,488.88,321.61,1449.56
1751,1752,Three Sisters Golden Wheat,754,Krogh's Restaurant and Brewpub,1,Standard American Beer,01B,American Lager,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,347.24,554.08,635.63,536.13,256.74,194.94,154.72,453.34,63.29,606.56,499.43,43.92
1752,1753,Gold,754,Krogh's Restaurant and Brewpub,22,,22B,Unclassified,0,23 White Deer Plaza,,Sparta,New Jersey,7871,United States,1-973-729-8428,,214.75,598.78,188.48,396.96,246.99,285.97,260.37,164.93,578,151.87,279.71,537.81
1753,1754,Oatmeal Stout,1002,Pizzeria Uno Chicago Grill & Brewery,22,Strong American Ale,22B,American-Style Stout,0,61 US Highway 1 South,,Metuchen,New Jersey,8840,United States,1-732-548-7979,,761.12,93.84,1043.23,218.96,452.12,933.87,916.27,1082.58,479.65,317.93,578.53,26.87
1754,1755,Gust-N-Gale Porter,1002,Pizzeria Uno Chicago Grill & Brewery,13,Brown British Beer,13C,English Porter,0,61 US Highway 1 South,,Metuchen,New Jersey,8840,United States,1-732-548-7979,,313.38,171.84,270.71,280.14,339.65,148.44,0.81,195.8,346.53,112.66,28.21,9.22
1755,1756,32 Inning Ale,1002,Pizzeria Uno Chicago Grill & Brewery,22,,22B,Unclassified,0,61 US Highway 1 South,,Metuchen,New Jersey,8840,United States,1-732-548-7979,,853.98,516.58,1518.78,1775.69,704.37,516.28,68.57,102,2404.92,12.54,540.23,637.31
1756,1757,Station House Red Ale,1002,Pizzeria Uno Chicago Grill & Brewery,19,Amber and Brown American Beer,19A,American Amber Ale,0,61 US Highway 1 South,,Metuchen,New Jersey,8840,United States,1-732-548-7979,,1003.28,573.23,685.55,546.75,779.22,901.7,744.58,1061.4,1.89,752.02,553.53,385.81
1757,1758,Bootlegger Blonde Ale,1002,Pizzeria Uno Chicago Grill & Brewery,18,Pale American Ale,18A,Blonde Ale,0,61 US Highway 1 South,,Metuchen,New Jersey,8840,United States,1-732-548-7979,,11.66,68.83,22.83,83.04,39.67,53.68,170.53,120.87,12.08,185.07,2.89,137.23
1758,1759,Full Moon Barley Wine Ale,643,Heartland Brewery Union Square,22,,22B,Unclassified,0,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,590.68,23.2,403.09,778.01,292.2,523.88,102.18,299.11,374.7,94.25,283.99,477.18
1759,1760,Not Tonight Honey Porter,643,Heartland Brewery Union Square,13,Brown British Beer,13C,English Porter,6.5,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,323.41,218.92,580.16,821.82,740.41,1163.14,47.76,486.76,1943.54,858.15,1265.51,481.94
1760,1761,Indiana Pale Ale,643,Heartland Brewery Union Square,18,Pale American Ale,18B,American Pale Ale,0,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,574.24,546.08,14.86,1498.32,1254.81,716.14,773.57,1823.5,1092.26,1139.85,108.61,55.9
1761,1762,Red Rooster Ale,643,Heartland Brewery Union Square,19,Amber and Brown American Beer,19A,American Amber Ale,0,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,271.02,252.7,568.06,158.46,152.65,335.76,707.25,170.38,650.78,392.57,569.4,519.59
1762,1763,Harvest Wheat Beer,643,Heartland Brewery Union Square,1,Standard American Beer,01B,American Lager,0,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,821.28,124.3,702.66,794.81,908.13,825.56,45.56,267,463.63,62.24,1087.75,129.11
1763,1764,Cornhusker Lager,643,Heartland Brewery Union Square,1,Standard American Beer,01B,American Lager,0,,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/,180.22,99.81,160.3,191.05,91.02,132.24,23.8,153.93,206.37,108.77,154.56,194.92
